timestamp, name, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/06/19 17:51:28.490, NVIDIA H200, 5 %, 0 %, 33
2025/06/19 17:51:28.490, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:28.490, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:28.490, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:30.490, NVIDIA H200, 7 %, 0 %, 33
2025/06/19 17:51:30.491, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:30.491, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:30.491, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:32.491, NVIDIA H200, 7 %, 0 %, 33
2025/06/19 17:51:32.491, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:32.491, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:32.491, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:34.491, NVIDIA H200, 7 %, 0 %, 33
2025/06/19 17:51:34.491, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:34.491, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:34.491, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:36.491, NVIDIA H200, 8 %, 0 %, 32
2025/06/19 17:51:36.492, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:36.492, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:36.492, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:38.492, NVIDIA H200, 29 %, 5 %, 35
2025/06/19 17:51:38.492, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:38.492, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:38.492, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:40.492, NVIDIA H200, 35 %, 10 %, 34
2025/06/19 17:51:40.492, NVIDIA H200, 0 %, 0 %, 26
2025/06/19 17:51:40.492, NVIDIA H200, 0 %, 0 %, 25
2025/06/19 17:51:40.492, NVIDIA H200, 0 %, 0 %, 28
2025/06/19 17:51:42.492, NVIDIA H200, 10 %, 0 %, 33
